Company_Name,Date_of_leak,Date_of_attack,Company_URL,Company_Country,Company_Address,Industry_Type,"Company_Description (Important ones, interesting ones)","Notes, and Interesting things",Data_Type,Personal Identifiable Information (PII),Financial Data,Healthcare Information,Employee and HR Data,Intellectual Property and Trade Secrets,Customer and Client Data ,Legal Documents,Government and Defense Information,Educational Data,Credentials and Access Information,Databases,Website Data,Backup Data,Video and Surveillance Footage,Social Media Data,Utility and Infrastructure Data,Sensitive Communication
Peter Mark,27/6/2023,21/6/2023,www.petermark.ie,Ireland," Leinster, Ireland",Retail Apparel and Fashion,,,"Private and personal confidential data, clients and employee documents, passports, cliens base, hr, finance, tax and etc.",1,1,0,1,0,1,0,0,0,0,0,0,0,,,0,0
Twai,27/6/2023,21/6/2023,www.twai.com,United States," Southfield, Michigan",IT Services and IT Consulting,,,"Private and personal confidential data, clients and employee documents, passports, tax and etc.",1,1,0,1,0,1,0,0,0,0,0,0,0,,,0,0
Pacte Novation,27/6/2023,21/6/2023,www.pactenovation.fr,France,ISSY LES MOULINEAUX,IT Services and IT Consulting,,projects from a software engineering company in france,"Private and personal confidential data, clients and employee documents, passports, projects, fincane, tax and etc.",1,1,0,1,1,1,0,0,0,0,0,0,0,,,0,0
Dameron Alloy Foundries,28/6/2023,21/6/2023,www.dameron.net,United States,"Compton, California",Mining,,"projects 
Description:
metal parts 
15 years of asia manufacturing experience","Private and personal confidential data, clients and employee documents, passports, projects, ssn, IDs, finance, tax and etc.",1,1,0,1,1,1,0,0,0,0,0,0,0,,,0,0
Mesa Cold Storage,27/6/2023,21/6/2023,www.mesacold.com,United States,"Tolleson, Arizona",Transportation comma Logistics comma Supply Chain and Storage,,,"Private and personal confidential data, clients and employee documents, passports, finance, tax and etc.",1,1,0,1,0,1,0,0,0,0,0,0,0,,,0,0
Salins Group,27/6/2023,21/6/2023,www.salins.com,France," Clichy, France",Mining,,,"Private and personal confidential data, clients and employee documents, hr, passports, finance and etc.",1,1,0,1,0,1,0,0,0,0,0,0,0,,,0,0
Novasoft,27/6/2023,21/6/2023,www.novasoft.at,Dubai,Dubai,IT Services and IT Consulting,,projects,"Private and personal confidential data, clients and employee documents, projects and etc.",1,0,0,1,1,1,0,0,0,0,0,0,0,,,0,0
Nubus,27/6/2023,21/6/2023,www.nubus.be,United States," Schaumburg, USA",IT Services and IT Consulting,,technical documents from a Information Technology and Services Industry,"Private and personal confidential data, clients and employee documents, finance, technical documentation and etc.",1,1,0,1,1,1,0,0,0,0,0,0,0,,,0,0
Shows & Artists,11/6/2023,2/6/2023,www.shows-artists.com,Germany,Germany,Events Services,,,"Private and personal confidential data, clients and employee documents, finance, hr and etc.",1,1,0,1,0,1,0,0,0,0,0,0,0,,,0,0
NORANET - CZ,11/6/2023,2/6/2023,www.noranet.cz,Czech Republic,"Prague, Czechia",Telecommunications,,,"Private and personal confidential data, clients and employee documents, contracts and etc.",1,0,0,1,0,1,0,0,0,0,0,0,0,,,0,0
Abeko,11/6/2023,2/6/2023,www.abeko.nl,Netherlands,"Beverwijk, Netherlands",Civil Engineering,,,"Private and personal confidential data, clients and employee documents, contracts, hr and etc.",1,0,0,1,0,1,0,0,0,0,0,0,0,,,0,0
Buffalo Niagara Association,11/6/2023,2/6/2023,www.bnar.org,United States," Amherst, NY",Real Estate,"Full name - Buffalo Niagara Association of REALTORS, Inc.",,"Private and personal confidential data, clients and employee documents, IDs, contracts, and etc.",1,0,0,1,0,1,0,0,0,0,0,0,0,,,0,0
BMD Systemhaus,11/6/2023,2/6/2023,www.bmd.com,Austria,"Steyr, Oberösterreich",Software Development,Full name - BMD Systemhaus GesmbH,bank reports,"Private and personal confidential data, clients and employee documents, IDs, passports, bank reports, taxes, contracts, and etc.",1,1,0,1,0,1,0,0,0,0,0,0,0,,,0,0
CS Cargo Group,14/6/2023,2/6/2023,www.cscargo.cz,Czech Republic,Prague 4,Truck Transportation,,logistic information,"Private and personal confidential data, clients and employee documents, passports, logistic information, contracts, and etc.",1,0,0,1,0,1,0,0,0,0,0,0,0,,,0,0
Alberta Newsprint,11/6/2023,2/6/2023,www.albertanewsprint.com,Canada," Whitecourt, Alberta",Paper and Forest Product Manufacturing,,,"Private and personal confidential data, clients and employee documents, passports, contracts, and etc.",1,0,0,1,0,1,0,0,0,0,0,0,0,,,0,0
"Unico Data,INSYS Industriesysteme,PathA Suisse,PB Swiss Tools,Boess Gruppe",11/6/2023,2/6/2023,unico.ch insys.ch pathe.ch pbswisstools.com boess.ch,Switzerland,nan,nan,,"After being introduced into the Unico company, we processed and took away the files of the organizations that it serves.","Private and personal confidential data, clients and employee documents, passports, contracts, and many others.",1,0,0,1,0,1,0,0,0,0,0,0,0,,,0,0
Fortress Paper,11/6/2023,2/6/2023,www.fortressge.com,Canada," Thurso, QC",Paper & Forest Products,New name - Fortress Global Enterprises Inc,,"Private and personal confidential data, clients and employee documents, passports, contracts, and many others.",1,0,0,1,0,1,0,0,0,0,0,0,0,,,0,0
Globalcaja,11/6/2023,2/6/2023,www.globalcaja.es,Spain," Albacete, Albacete",Financial Services,,,"Private and personal confidential data, clients and employee documents, passports, contracts,",1,0,0,1,0,1,0,0,0,0,0,0,0,,,0,0
Soroc,2/6/2023,30/5/2023,www.soroc.com,Canada," Woodbridge, ON",Information Technology & Services,,,"Private and personal confidential data, clients and employee documents, finance, taxes, and etc.",1,1,0,1,0,1,0,0,0,0,0,0,0,,,0,0
Aria Online,1/6/2023,23/5/2023,www.ariaonline.com,United States,"Louisiana, United States",Retail,,,"Private and personal confidential data, finance, taxes, clients and employee information.",1,1,0,1,0,1,0,0,0,0,0,0,0,,,0,0
Optimus Steel,1/6/2023,23/5/2023,www.optimus-steelusa.com,United States," Vidor, Texas",Mining,,,"Private and personal confidential data, clients and employee passports, finance, taxes, clients private information.",1,1,0,1,0,1,0,0,0,0,0,0,0,,,0,0
Studioline Photography,1/6/2023,23/5/2023,www.studioline.de,Germany,"Dänischenhagen, Schleswig-Holstein",Photography,,,"Private and personal confidential data, clients and employee documents, projects, finance, taxes, and etc.",1,1,0,1,1,1,0,0,0,0,0,0,0,,,0,0
Grupo Corporacion Control,1/6/2023,23/5/2023,www.ccontrol.com.mx,Mexico,"Monterrey, Nuevo León",Retail,,,"Private and personal confidential data, clients and employee documents, finance, taxes, and etc.",1,1,0,1,0,1,0,0,0,0,0,0,0,,,0,0
Mayberry Investments,1/6/2023,23/5/2023,www.mayberryinv.com,Jamaica,Kingston,Investment Banking,,,"Private and personal confidential data, clients and employee documents, finance, taxes, and etc.",1,1,0,1,0,1,0,0,0,0,0,0,0,,,0,0
Paragon Software Lanka,1/6/2023,23/5/2023,www.paragonsoft.net,Sri Lanka,Nugegoda,IT Services and IT Consulting,,why sri lanka out of nowhere,"Private and personal confidential data, clients and employee documents, finance, taxes, and etc.",1,1,0,1,0,1,0,0,0,0,0,0,0,,,0,0
Black Cat Networks,26/5/2023,23/5/2023,www.blackcat-networks.de,Germany,Singen,Information Technology & Services,,,"Private and personal confidential data, clients and employee documents, finance, taxes, and etc.",1,1,0,1,0,1,0,0,0,0,0,0,0,,,0,0
Poly,31/5/2023,22/5/2023,www.poly.com,United States," Santa Cruz, California",Telecommunications,,"global communications company
budget was stolen?","Private and personal confidential data, employee documents, SSNs, IDs, passports, budget, finance information and etc.",1,1,0,1,0,0,0,0,0,0,0,0,0,,,0,0
Royal Centre,31/5/2023,22/5/2023,www.royalcentre.com,Canada,"Vancouver, Canada",Retails,,,"Private and personal confidential data, HR, finance, clients, employee information and etc.",1,1,0,1,0,1,0,0,0,0,0,0,0,,,0,0
SOWITEC,25/5/2023,16/5/2023,www.sowitec.com,Germany,"Sonnenbühl, Deutschland",Renewables & Environment,,budget,"Private and personal confidential data, employee documents, passports, budget, finance information and etc.",1,1,0,1,0,0,0,0,0,0,0,0,0,,,0,0
Germany,26/5/2023,10/5/2023,www.gtai.de,Germany,Berlin,International Trade and Development,Full name - Germany Trade and Invest,"Germany Trade & Invest (GTAI)
economic promotion agency of Germany
Budget stolen","Private and personal confidential data, employee documents, passports, budget, finance information and etc.",1,1,0,1,0,0,0,0,0,0,0,0,0,,,0,0
JP Maguire & Associates,19/5/2023,10/5/2023,www.jpmaguire.com,United States," Waterbury, Connecticut",Construction,,backups,"Private and personal confidential data, backups, employee documents, passports, finance information.",1,1,0,1,0,0,0,0,0,0,0,0,1,,,0,0
Sauerbruch Hutton,19/5/2023,10/5/2023,www.sauerbruchhutton.de,Germany,"Berlin, Berlin",Architecture and Planning,,"backups, budget, projects
Description: International agency for architecture, urbanism and design","Private and personal confidential data, backups, employee documents, passports, budget, projects, finance information and etc.",1,1,0,1,1,0,0,0,0,0,0,0,1,,,0,0
KLC Network Services,18/5/2023,9/5/2023,www.klcnetworks.com,United States,"Herndon, Virginia",Defense and Space Manufacturing,"KLC Started as an information technology and audio visual company and has since expanded its offerings to include Software Engineering, Digital Forensics, Cyber and Analytic Solutions. We have enjoyed many years of success and owed largely to a combination of highly-skilled and motivated staff, sensible business practices and maintaining positive lines of communications with our valued customers
In fact, this organization government contractor, fulfils orders from DoD, US Army and other Agencies","Major company, which is a government contractor, fulfils orders from DoD, US Army, and other agencies. ","Full dumps of all disks and storages, mail server. Profiles of employees, with all the information, permits, passing a polygraph for access to classified information, former places of work, positions, among them there are also employees with experience in the NSA TAO. Orders from agencies for software development,communication setup and maintenance. Source codes, classified information, firmware for communication devices and etc. For now partially published compressed 8gb. If there no reaction full dump will be uploaded.",0,0,0,1,1,0,0,0,0,0,1,1,0,,,0,1
Vocalcom,11/5/2023,3/5/2023,www.vocalcom.com,France,Paris,Software Development,,technical information,"Private and personal confidential data, finance, passports, clients data, technical information and etc.",1,1,0,0,0,1,0,0,0,0,0,0,0,,,0,0
Negma Business Solutions,11/5/2023,3/5/2023,www.negma.net,United States," Dallas, Texas",IT Services and IT Consulting,neGma is now Mobius Partners,,"Private and personal confidential data, finance, taxes, passports, employee and clients documents.",1,1,0,1,0,1,0,0,0,0,0,0,0,,,0,0
Commune de Saxon,12/5/2023,3/5/2023,www.saxon.ch, Switzerland," Saxon, Switzerland",nan,,,"Private and personal confidential data, finance, hr, contracts, employee documents.",1,1,0,1,0,1,0,0,0,0,0,0,0,,,0,0
Libra Virtua,11/5/2023,3/5/2023,www.libravirtua.hu,Hungary,Hungary,IT Services and IT Consulting,,databases,"Private and personal confidential data, finance, hr, contracts, databases, clients documents and files.",1,1,0,1,0,1,0,0,0,0,1,0,0,,,0,0
DGC,11/5/2023,3/5/2023,www.dgc.se,Sweden," Stockholm, Stockholm County",IT Services and IT Consulting,,,"Private and personal confidential data, finance, taxes, clients and employee information.",1,1,0,1,0,1,0,0,0,0,0,0,0,,,0,0
City of Lowell,11/5/2023,3/5/2023,www.lowellma.gov,United States," Lowell, Massachusetts",Government Administration,,,"Private and personal confidential data, finance, taxes, clients and employee information.",1,1,0,1,0,1,0,0,0,0,0,0,0,,,0,0
Nova Group,11/5/2023,3/5/2023,www.novagroup.com.au,Australia,South Australia,Business Consulting and Services,,technical documentation,"Private and personal confidential data, passports, employee information, technical documentation.",1,0,0,1,1,0,0,0,0,0,0,0,0,,,0,0
"SIVSA, Coremain",11/5/2023,3/5/2023," www.sivsa.com, www.coremain.com",Spain,nan,nan,,,"Private and personal confidential data, employee and client information.",1,0,0,1,0,1,0,0,0,0,0,0,0,,,0,0
UECC,2/5/2023,22/4/2023,www.uecc.com,Norway,Oslo,Maritime Transportation,,,"Private and personal confidential data, finance, contracts, employee information and etc. Each of the archives can be used independently.",1,1,0,1,0,1,0,0,0,0,0,0,0,,,0,0
Groupe Gambetta,2/5/2023,22/4/2023,www.groupegambetta.fr,France,CHOLET,Real Estate,,,"Private and personal confidential data, finance, contracts, clients and employee information.",1,1,0,1,0,1,0,0,0,0,0,0,0,,,0,0
Structab AB (MegTax),28/4/2023,18/4/2023,structab.se,Sweden,Halmstad,Information Technology & Services,,,"Private and personal confidential data, projects, finance, tax, employee information and etc.",1,1,0,1,1,0,0,0,0,0,0,0,0,,,0,0
Corrib Oil,28/4/2023,18/4/2023,www.corriboil.com,Ireland,Ireland,Retail,,,"Private and personal confidential data, employee information and etc.Each of the archives can be used independently.",1,0,0,1,0,0,0,0,0,0,0,0,0,,,0,0
Coldiretti,28/4/2023,18/4/2023,www.coldiretti.it,Italy,Rome,Food Production,,,"Private and personal confidential data, finance, contracts, employee and clients information.Each of the archives can be used independently.",1,1,0,1,0,1,0,0,0,0,0,0,0,,,0,0
Huissiers,28/4/2023,18/4/2023,www.huissiers-cambron.com,France,Singapore,Photography,,,"Private and personal confidential data, fincance, tax, contracts, employee and clients information.",1,1,0,1,0,1,0,0,0,0,0,0,0,,,0,0
Bang IT Solutions,28/4/2023,18/4/2023,www.bangitsolutions.com,Australia," Sydney, NSW",Information Technology & Services,,,"Private and personal confidential data, finance, employee information and etc.Each of the archives can be used independently.",1,1,0,1,0,0,0,0,0,0,0,0,0,,,0,0
PESA Bydgoszcz,14/4/2023,11/4/2023,www.pesa.pl,Poland,Bydgoszcz,Industrial Machinery Manufacturing,,,"Private and personal confidential data, clients documents, contracts, finance information and etc.",1,1,0,0,0,1,0,0,0,0,0,0,0,,,0,0
CH Media,3/5/2023,10/4/2023,chmedia.ch nzz.ch vsdruck.ch azmedien.ch,Switzerland,"Aarau, Aargau",Media Production,,"projects, payrolls","Private and personal confidential data, projects, payrol, employee information and etc.",1,0,0,1,1,0,0,0,0,0,0,0,0,,,0,0
Schirm,21/4/2023,9/4/2023,www.schirm.com,Germany,"Schönebeck, Saxony-Anhalt",Chemical Manufacturing,,,"Private and personal confidential data, employee documents, finance information and etc. Each of the archives can be used independently.",1,1,0,1,0,0,0,0,0,0,0,0,0,,,0,0
Vleeswarenfabriek Jac Michiels,21/4/2023,9/4/2023,www.michiels-vleeswaren.be,Belgium,Antwerpen,Food and Beverage Manufacturing,,,"Private and personal confidential data, employee documents, tax, finance information and etc.",1,1,0,1,0,0,0,0,0,0,0,0,0,,,0,0
Legion Aero,21/4/2023,9/4/2023,www.legionaero.com,United States,United States,Airlines and Aviation,,,"Private and personal confidential data, employee documents, finance information and etc.",1,1,0,1,0,0,0,0,0,0,0,0,0,,,0,0
PKF Antares,21/4/2023,9/4/2023,www.pkfantares.com,Canada," Calgary, Alberta",Accounting,,,"Private and personal confidential data, employee and clients documents, tax, finance information and etc.",1,1,0,1,0,1,0,0,0,0,0,0,0,,,0,0
Palo Alto County Sheriff,29/4/2023,9/4/2023,www.paloaltosheriff.com,United States," Iowa, United States",Government Administration,,"Country Sheriff 
But there is no police category","Private and personal confidential data, employee documents, finance information and etc.",1,1,0,1,0,0,0,0,0,0,0,0,0,,,0,0
Jablite,8/4/2023,28/3/2023,www.jablite.co.uk,United Kingdom," Hindley Green, England",Construction,,,"Private and personal confidential data, employes documents, IDs, taxes, contracts, finance information.",1,1,0,0,0,1,0,0,0,0,0,0,0,,,0,0
BMW France,9/4/2023,28/3/2023,www.bmw.fr,France,"Montigny-le-Bretonneux, Île-de-France",Motor Vehicle Manufacturing,,,"Private and personal confidential data, clients documents, contracts, finance information and etc.",1,1,0,0,0,1,0,0,0,0,0,0,0,,,0,0
Pizza 73,7/4/2023,27/3/2023,www.pizza73.com,Canada,"Alberta, Canada",Food and Beverage Services,,Pizza recipes,"Private and personal confidential data, employes documents, pizza recipes, contracts, finance information.",1,1,0,0,1,1,0,0,0,0,0,0,0,,,0,0
Kk Mehta Cpa Associates,7/4/2023,27/3/2023,www.kkmehtacpa.com,United States," Albany, New York",Accounting,Full name - KKM CPA Associates ,,"Private and personal confidential data, employes and clients documents, IDs, taxes, contracts, finance information.",1,1,0,0,0,1,0,0,0,0,0,0,0,,,0,0
Picou Builders Supply,7/4/2023,27/3/2023,www.picoulumber.com,United States," Louisiana, United States",Construction,,,"Private and personal confidential data, employes and clients documents, IDs, taxes, contracts, finance information.",1,1,0,0,0,1,0,0,0,0,0,0,0,,,0,0
Guyana Goldfields,6/4/2023,26/3/2023,www.guygold.com,Canada," Toronto, Ontario",Mining,"Guyana Goldfields company focused on the exploration and development of gold deposits in Guyana, South America.",agreements,"Private and personal confidential data, employes and clients passports, full info, agreements,",1,0,0,0,0,1,0,0,0,0,0,0,0,,,0,0
TAC,6/4/2023,26/3/2023,tac.eu.com,Austria," Midview City, Singapore",Non-profit Organizations,,,"Private and personal confidential data, employes and clients documents,IDs, finance information.",1,1,0,0,0,1,0,0,0,0,0,0,0,,,0,0
Lysander Associates,6/4/2023,26/3/2023,www.lysander.com,United Kingdom,Godalming,Construction,,,"Private and personal confidential data, employes and clients documents, IDs, contracts, finance information.",1,1,0,0,0,1,0,0,0,0,0,0,0,,,0,0
Optica,6/4/2023,26/3/2023,www.optica.org,United States," Washington, DC",Non-profit Organizations,,,"Private and personal confidential data, employee and clients documents, tax, finance information and etc.",1,1,0,1,0,1,0,0,0,0,0,0,0,,,0,0
draftPros,28/3/2023,17/3/2023,www.draftpros.com,United States," Miami Lakes, Florida",Telecommunications,,,"Private and personal confidential data, IDs, passports, contracts and etc.",1,0,0,0,0,1,0,0,0,0,0,0,0,,,0,0
TaxAssist Accountants,28/3/2023,17/3/2023,www.taxassist.co.uk,United Kingdom," Norwich, Norfolk",Accounting,,,"Private and personal confidential data,IDs, passports, more thah 500 clients full info packs.",1,0,0,0,0,1,0,0,0,0,0,0,0,,,0,0
Norman Shutters,28/3/2023,17/3/2023,www.normanusa.com,United States,"Albion, Queensland",Wholesale,,,"Private and personal confidential data, IDs, passports, contracts and etc.",1,0,0,0,0,1,0,0,0,0,0,0,0,,,0,0
Pine Tree Commercial Realty,28/3/2023,17/3/2023,www.pinetree.com,United States," Northbrook, IL",Real Estate,,,"Private and personal confidential data, passports, clients information, contracts and etc.",1,0,0,0,0,1,0,0,0,0,0,0,0,,,0,0
Berga Recycling,28/3/2023,17/3/2023,www.bergarecycling.com,Canada,"Laval, Canada",Wholesale Import and Export,,,"Private and personal confidential data, passports, contracts and etc.",1,0,0,0,0,1,0,0,0,0,0,0,0,,,0,0
A&T group of companies,28/3/2023,17/3/2023,www.atglobalsolutions.eu,Poland,,,,big company,"Private and personal confidential data, passports, contracts and etc.",1,0,0,0,0,1,0,0,0,0,0,0,0,,,0,0
Stanley Steemer,28/3/2023,17/3/2023,www.stanleysteemer.com,United States,"Dublin, OH",Consumer Services,,,"Private and personal confidential data, accounting, budget, tax, banking, ssn, passports, contracts and etc.",1,1,0,0,0,1,0,0,0,0,0,0,0,,,0,0
Royal Dirkzwager,16/3/2023,13/3/2023,www.dirkzwager.com,Netherlands," Maassluis, South Holland",Maritime Transportation,,,"Private and personal confidential data, employee IDs, passports, contracts and etc.",1,0,0,1,0,1,0,0,0,0,0,0,0,,,0,0
Russell Finex,18/3/2023,10/3/2023,www.russellfinex.com,United Kingdom," Feltham, MIddx",Mechanical Or Industrial Engineering,,,"Private and personal confidential data, passports, financial information.",1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,0
Secure Wrap,19/3/2023,10/3/2023,www.securewrap.com,United States," Miami, FL",Consumer Services,,,"Private and personal confidential data, financial information.",1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,0
Leemock,20/3/2023,10/3/2023,www.leemock.com,United States,"Seoul, South Korea",Legal Services,"Full name - Y.P.Lee, Mock & Partners",,"Private and personal confidential data, financial information, contracts and etc.",1,1,0,0,0,1,0,0,0,0,0,0,0,,,0,0
Real Pro,20/3/2023,10/3/2023,www.realpro.com,United States,"Fort Lauderdale, Florida",Real Estate,,,"Private and personal confidential data, financial information, contracts and etc.",1,1,0,0,0,1,0,0,0,0,0,0,0,,,0,0
Oakland,4/3/2023,1/3/2023,www.oaklandca.gov,United States," Oakland, California",Government Administration,,Human rights violation information,"Private and personal confidential data, financial information. IDs, passports, employee full info, human rights violation information.",1,1,0,1,0,0,1,0,0,0,0,0,0,,,0,0
InPro electric,25/2/2023,21/2/2023,www.inpro-electric.de,Germany,Wolfsburg,Automation Machinery Manufacturing,,technical documents and agreements,"Private and personal confidential data, a lot of technical documentation, IDs, passports, agreements. For now partially published compressed 8gb with 50 passports, If there no reaction full dump will be uploaded.",1,0,0,0,1,1,0,0,0,0,0,0,0,,,0,0
Energie Pool Schweiz,20/2/2023,14/2/2023,www.energie-pool.ch,Switzerland,"Zurich, Zürich",Utilities,,agreements,"Private and personal confidential data, IDs, passports, agreements, employee and client documents.",1,0,0,1,0,1,0,0,0,0,0,0,0,,,0,0
A10,14/2/2023,9/2/2023,www.a10networks.com,United States,"San Jose, California",Computer Networking Products,,technical documents and agreements,"Private and personal confidential data, a lot of technical documentation, agreements, employee and client documents.",1,0,0,1,1,1,0,0,0,0,0,0,0,,,0,0
Microgame SpA,15/2/2023,9/2/2023,www.microgame.it,Italy,"Benevento, Italy",Software Development,,agreements,"Private and personal confidential data, a lot of ID, credit cards, clients documents, agreements.",1,0,0,0,0,1,0,0,0,0,0,0,0,,,0,0
ACS,14/2/2023,6/2/2023,www.acscm.com,United States,"Verona, Wisconsin",Construction,,technical documents and agreements,"Private and personal confidential data, agreements, employee and client documents, a lot of technical documentation.",1,0,0,1,1,1,0,0,0,0,0,0,0,,,0,0
Cave Beblenheim,12/2/2023,6/2/2023,www.cave-beblenheim.com,France,"Beblenheim, Grand Est",Beverage Manufacturing,,,"Private and personal confidential data, agreements, employee and client documents.",1,0,0,1,0,1,0,0,0,0,0,0,0,,,0,0
Helicar,2/2/2023,28/1/2023,www.helicar.cz,Czech Republic,Prague,Truck Transportation,,,"Private and personal confidential data, a lot of passports, contacts, and identifying documents of employees from different European countries, finance information, agreements.",1,1,0,1,0,1,0,0,0,0,0,0,0,,,0,0
Arnold Clark,17/1/2023,11/1/2023,www.arnoldclark.com,United Kingdom," Edinburgh, United Kingdom",Motor Vehicle Manufacturing,,"confidential contracts, agreements, leasing contracts
description
car dealer","Private and personal data, passports, IDs,confidential contracts, agreements, leasing contracts, finance information and many others.",1,1,0,0,0,1,1,0,0,0,0,0,0,,,0,0
DAYTON PROGRESS,17/1/2023,11/1/2023,www.daytonprogress.de,United Kingdom,United States,Machinery Manufacturing,,"stamping schemes, agreements","Private and personal confidential data,customer documents, stampings schemes, passports, agreements, finance and many others.",1,1,0,0,1,1,0,0,0,0,0,0,0,,,0,0
CDER,8/1/2023,1/1/2023,www.cder.fr,France,"Châlons-en-Champagne, Grand Est",Financial Services,,,"Personal, private data, clients documents, agreements, passports, id and etc.",1,0,0,0,0,1,0,0,0,0,0,0,0,,,0,0
SUNY Polytechnic Institute,4/1/2023,1/1/2023,www.sunypoly.edu,United States,"Utica, ny",Higher Education,,,"Private, personal data, SSN, IDs, passports, confident contracts and etc.",1,0,0,0,0,1,0,0,0,0,0,0,0,,,0,0
Furetank,4/1/2023,1/1/2023,www.furetank.se,Sweden," Donso, Vaestra Goetaland, Sweden",Maritime Transportation,,"forms, agreements, shipment information, piratec incident reports","Personal documents, private data, forms, agreement, contracts, IDs, shipment informaton, piratec incidents records.",1,0,0,0,0,1,0,0,0,0,0,0,0,,,0,0
Sirius Shipping,4/1/2023,1/1/2023,www.siriusshipping.eu,Sweden," Donso, Vaestra Goetaland, Sweden",Maritime Transportation,,"forms, agreement, crew list, shipment information","Personal documents, private data, forms, agreement,passports, crew lists, contracts, IDs, shipment informaton,",1,0,0,1,0,1,0,0,0,0,0,0,0,,,0,0
H-Hotels,4/1/2023,18/12/2022,www.h-hotels.com,Germany,"Bad Arolsen, Deutschland",Hospitality,,,"Private, personal data, clients documents, passports, IDs, employee information, customers records and etc.",1,0,0,1,0,1,0,0,0,0,0,0,0,,,0,0
OPUS IT Services,4/1/2023,18/12/2022,www.opusit.com.sg,Singapore," Singapore , Singapore",IT Services and IT Consulting,,"software, source code","Private, personal data, software, source code.",1,0,0,0,0,0,0,0,0,0,0,1,0,,,0,0
Stratacache,4/1/2023,16/12/2022,www.stratacache.com,United States," Dayton, Ohio ",Software Development,,"tax forms, i-9, w-4, confidential agreements","Personal, private data, tax forms, employee forms, i-9, w-4, passports, SSN, confidential agreements.",1,1,0,1,0,1,0,0,0,0,0,0,0,,,0,0
Tarntank Ship Management,4/1/2023,1/1/2023,www.tarntank.com,Sweden,"Skagen, Denmark",Maritime Transportation,,"waybills, cargo information, agreemnets, ship certificates","Waybills, cargo information, personal documents, private data, contracts, agreements, passports, IDs, ship certificates and etc.",1,0,0,0,0,1,0,0,0,0,0,0,0,,,1,0
